"PMID"	"First author"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"		"PMID"
19171713	"Janoueix-Lerosey I"	"Paris"	2.35	48.85	"France"	423		19171713
19171881	"Hollink IH"	"Rotterdam"	4.48	51.92	"The Netherlands"	1		19171881
19179901	"Buys TP"	"Vancouver"	-123.12	49.25	"Canada"	4		19179901
19188929	"Guo J"	"North Chicago"	-87.84	42.33	"United States"	2		19188929
19191266	"Christgen M"	"Hannover"	9.73	52.37	"Germany"	4		19191266
19193619	"Etemadmoghadam D"	"Melbourne"	144.96	-37.81	"Australia"	118		19193619
19194464	"Iqbal J"	"Omaha"	-95.94	41.26	"United States"	15		19194464
19197950	"Fattet S"	"Paris"	2.35	48.85	"France"	96		19197950
19199331	"Hallor KH"	"Lund"	13.19	55.71	"Sweden"	5		19199331
19200581	"Homayounfar K"	"Goettingen"	9.93	51.53	"Germany"	78		19200581
19208797	"Wrage M"	"Amsterdam"	4.89	52.37	"Netherlands"	30		19208797
19222606	"Saito S"	"Ibaraki"	135.57	34.82	"Japan"	24		19222606
19228381	"Wang Y"	"Santa Clara"	-121.96	37.35	"United States"	93		19228381
19231929	"Ohba S"	"Tokyo"	139.69	35.69	"Japan"	1		19231929
19235922	"Missiaglia E"	"Sutton"	-0.2	51.35	"United Kingdom"	13		19235922
19242612	"Castro P"	"Houston"	-95.36	29.76	"United States"	20		19242612
19247032	"Fritz S"	"Boston"	-71.06	42.36	"United States"	21		19247032
19255330	"Pfister S"	"Heidelberg"	8.69	49.41	"Germany"	101		19255330
19258598	"Novak U"	"New York City"	-74.01	40.71	"United States"	32		19258598
19261849	"Salvesen HB"	"Bergen"	5.32	60.39	"Norway"	57		19261849
19264226	"Takeno SS"	"Sao Paulo"	-46.64	-23.55	"Brazil"	24		19264226
19267368	"Watson SK"	"Vancouver"	-123.12	49.25	"Canada"	20		19267368
19267402	"Pathare S"	"Navi Mumbai"	73.02	19.04	"India"	97		19267402
19270706	"Northcott PA"	"Toronto"	-79.42	43.7	"Canada"	212		19270706
19276269	"Jackson EM"	"Philadelphia"	-75.16	39.95	"United States"	51		19276269
19276661	"Ma C"	"Philadelphia"	-75.16	39.95	"United States"	184		19276661
19278952	"Li C"	"Boston"	-71.06	42.36	"United States"	86		19278952
19286668	"Sadikovic B"	"Toronto"	-79.42	43.7	"Canada"	10		19286668
19287496	"Gemenetzidis E"	"London"	-0.13	51.51	"United Kingdom"	9		19287496
19287950	"Yu M"	"Chiba"	140.12	35.6	"Japan"	236		19287950
19287953	"Chan MW"	"Minxueng"	120.46	23.55	"Taiwan"	21		19287953
19290004	"Carneiro A"	"Lund"	13.19	55.71	"Sweden"	49		19290004
19293255	"Tan DS"	"London"	-0.13	51.51	"United Kingdom"	12		19293255
19306356	"Zatkova A"	"Vienna"	16.37	48.21	"Austria"	12		19306356
19318498	"Natrajan R"	"London"	-0.13	51.51	"United Kingdom"	95		19318498
19324446	"Boelens MC"	"Groningen"	6.57	53.22	"The Netherlands"	34		19324446
19330026	"Kwek SS"	"San Francisco"	-122.42	37.77	"United States"	18		19330026
19336518	"Hallor KH"	"Lund"	13.19	55.71	"Sweden"	67		19336518
19336547	"Hsu WL"	"Hsinchu"	120.97	24.8	"Taiwan"	4		19336547
19336569	"Zhang Y"	"San Diego"	-117.16	32.72	"United States"	313		19336569
19351844	"Braggio E"	"Rochester"	-70.98	43.3	"United States"	42		19351844
19363497	"Liu W"	"Baltimore"	-76.61	39.29	"United States"	74		19363497
19365568	"Bax DA"	"Sutton"	-0.2	51.35	"United Kingdom"	20		19365568
19366795	"Crowder RJ"	"st.louis"	-90.2	38.63	"United States"	35		19366795
19372580	"Hu X"	"South San Francisco"	-122.41	37.65	"United States"	51		19372580
19373855	"Forshew T"	"London"	-0.13	51.51	"United Kingdom"	50		19373855
19378321	"Rieber J"	"Heidelberg"	8.69	49.41	"Germany"	4		19378321
19380021	"Bruchim I"	"Montreal"	-73.59	45.51	"Canada"	45		19380021
19380639	"Schmitz R"	"Essen"	7.01	51.46	"Germany"	54		19380639
19383354	"Bergamaschi A"	"Oslo"	10.75	59.91	"Norway"	172		19383354
19389505	"Schraders M"	"Nijmegen"	5.84	51.81	"The Netherlands"	19		19389505
19393419	"Sevilla MA"	"Oviedo"	-5.84	43.36	"Spain"	18		19393419
19394760	"Nicolet C"	"Strasbourg"	7.75	48.58	"France"	39		19394760
19396863	"Agnelli L"	"Milano"	9.19	45.46	"Italy"	45		19396863
19402094	"Sircar K"	"Houston"	-95.36	29.76	"United States"	59		19402094
19406473	"Chapiro E"	"Paris"	2.35	48.85	"France"	78		19406473
19406988	"Remke M"	"Heidelberg"	8.69	49.41	"Germany"	73		19406988
19412163	"Kato M"	"Tokyo"	139.69	35.69	"Japan"	241		19412163
19412164	"Compagno M"	"New York City"	-74.01	40.71	"United States"	12		19412164
19414372	"Fang Y"	"New York City"	-74.01	40.71	"United States"	3		19414372
19417022	"Paulson TG"	"Seattle"	-122.33	47.61	"United States"	98		19417022
19419571	"Haverty PM"	"South San Francisco"	-122.41	37.65	"United States"	57		19419571
19426152	"Zimonjic DB"	"Bethesda"	-77.1	38.98	"United States"	2		19426152
19432969	"Muggerud AA"	"Oslo"	10.75	59.91	"Norway"	6		19432969
19433347	"Chuang SS"	"Taipei"	121.53	25.05	"Taiwan"	1		19433347
19435819	"Yin D"	"Los Angeles"	-118.24	34.05	"United States"	61		19435819
19435921	"Volchenboum SL"	"Chicago"	-87.65	41.85	"United States"	36		19435921
19439076	"Li J"	"Aarhus"	10.21	56.16	"Denmark"	2		19439076
19445733	"Yusenko MV"	"Heidelberg"	8.69	49.41	"Germany"	72		19445733
19448591	"Yeh IT"	"San Antonio"	-98.49	29.42	"United States"	97		19448591
19449028	"Kim M"	"Seoul"	126.98	37.57	"Korean Republic"	30		19449028
19451690	"Sos ML"	"Koeln"	6.95	50.93	"Germany"	371		19451690
19454499	"Chiecchio L"	"Salisbury"	-1.8	51.07	"United Kingdom"	1		19454499
19458023	"Andersson E"	"Lund"	13.19	55.71	"Sweden"	43		19458023
19458356	"Gutierrez A"	"Boston"	-71.06	42.36	"United States"	47		19458356
19460940	"Boyd ZS"	"South San Francisco"	-122.41	37.65	"United States"	40		19460940
19461508	"Kim HJ"	"Houston"	-95.36	29.76	"United States"	59		19461508
19470766	"Beroukhim R"	"Boston"	-71.06	42.36	"United States"	111		19470766
19471018	"Leich E"	"Wuerzburg"	9.95	49.79	"Germany"	184		19471018
19474426	"Delhommeau F"	"Villejuif"	2.36	48.79	"France"	5		19474426
19477219	"Kawamata N"	"Los Angeles"	-118.24	34.05	"United States"	33		19477219
19477428	"Singh A"	"Palo Alto"	-122.14	37.44	"United States"	10		19477428
19480931	"Usvasalo A"	"Helsinki"	24.94	60.17	"Finland"	27		19480931
19483684	"Langemeijer SM"	"Nijmegen"	5.84	51.81	"The Netherlands"	102		19483684
19484761	"Nakahata S"	"Miyazaki-shi"	131.42	31.91	"Japan"	7		19484761
19486517	"Wilting SM"	"Amsterdam"	4.89	52.37	"Netherlands"	52		19486517
19490474	"Serio G"	"Bari"	16.86	41.11	"Italy"	2		19490474
19494353	"Tosello V"	"New York City"	-74.01	40.71	"United States"	9		19494353
19507254	"Lake A"	"Glasgow"	-4.26	55.87	"United Kingdom"	1		19507254
19517471	"Robledo C"	"Salamanca"	-3.68	40.43	"Spain"	40		19517471
19521957	"Chen M"	"Houston"	-95.36	29.76	"United States"	80		19521957
19522375	"Stejskalová E"	"Prague"	14.42	50.09	"Czech Republic"	46		19522375
19522824	"Stratakis CA"	"Bethesda"	-77.1	38.98	"United States"	41		19522824
19544327	"Attard G"	"Sutton"	-0.2	51.35	"United Kingdom"	1		19544327
19557126	"Göransson H"	"Uppsala"	17.64	59.86	"Sweden"	44		19557126
19563644	"Buffart TE"	"Amsterdam"	4.89	52.37	"Netherlands"	2		19563644
19570424	"Ying LS"	"Hangzhou"	120.16	30.29	"China"	1		19570424
19578770	"Verdorfer I"	"Innsbruck"	11.39	47.26	"Austria"	19		19578770
19582160	"Kao J"	"Stanford"	-122.17	37.43	"United States"	52		19582160
19584155	"Schmid K"	"Vienna"	16.37	48.21	"Austria"	4		19584155
19584277	"Marella NV"	"Buffalo"	-93.87	45.17	"United States"	3		19584277
19584285	"Hu N"	"Bethesda"	-77.1	38.98	"United States"	47		19584285
19584924	"Lu Y"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	37		19584924
19588488	"Nakamura Y"	"Chuo"	139.77	35.67	"Japan"	50		19588488
19589159	"Stefansson OA"	"Reykjavik"	-21.9	64.14	"Iceland"	67		19589159
19596254	"Hameed M"	"Newark"	-75.75	39.68	"United States"	25		19596254
19596256	"Balcárková J"	"Olomouc"	17.25	49.6	"Czech Republic"	2		19596256
19602460	"Grade M"	"Goettingen"	9.93	51.53	"Germany"	42		19602460
19602461	"Yu W"	"Sydney"	151.21	-33.87	"Australia"	16		19602461
19603524	"Mantripragada KK"	"Cardiff"	-3.18	51.48	"United Kingdom"	27		19603524
19603525	"Dahlback HS"	"Oslo"	10.75	59.91	"Norway"	80		19603525
19607727	"Kang JU"	"New York City"	-74.01	40.71	"United States"	36		19607727
19609742	"Rao SK"	"Baltimore"	-76.61	39.29	"United States"	22		19609742
19617691	"Osterberg L"	"Goeteborg"	11.97	57.71	"Sweden"	32		19617691
19620960	"Sanada M"	"Tokyo"	139.69	35.69	"Japan"	222		19620960
19627613	"Garnis C"	"Vancouver"	-123.12	49.25	"Canada"	86		19627613
19633365	"Smeets SJ"	"Amsterdam"	4.89	52.37	"Netherlands"	39		19633365
19637320	"Chen TT"	"Dallas"	-96.81	32.78	"United States"	2		19637320
19641190	"Russell LJ"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	98		19641190
19647853	"Novara F"	"Pavia"	9.16	45.19	"Italy"	34		19647853
19651600	"Walter MJ"	"st.louis"	-90.2	38.63	"United States"	86		19651600
19651601	"Radtke I"	"Memphis"	-90.05	35.15	"United States"	111		19651601
19654573	"Bauer J"	"Tuebingen"	9.05	48.52	"Germany"	68		19654573
19665068	"Emerenciano M"	"Rio de Janeiro"	-43.21	-22.9	"Brazil"	11		19665068
19665249	"Newell P"	"New York City"	-74.01	40.71	"United States"	82		19665249
19671800	"Liu L"	"King of Prussia"	-75.4	40.09	"United States"	151		19671800
19671847	"Girard N"	"New York City"	-74.01	40.71	"United States"	40		19671847
19672776	"Buckley PG"	"Dublin"	-6.25	53.33	"Ireland"	11		19672776
19672856	"Pantaleo MA"	"Bologna"	11.34	44.49	"Italy"	8		19672856
19672874	"Reid JF"	"Milano"	9.19	45.46	"Italy"	36		19672874
19681120	"Narayan G"	"New York City"	-74.01	40.71	"United States"	81		19681120
19682064	"Nordgren A"	"Stockholm"	18.06	59.33	"Sweden"	13		19682064
19687334	"Avet-Loiseau H"	"Nantes"	-1.55	47.22	"France"	192		19687334
19688977	"Dimova I"	"Sofia"	23.32	42.7	"Bulgaria"	28		19688977
19690137	"Navarro A"	"Barcelona"	2.16	41.39	"Spain"	13		19690137
19691111	"Camps J"	"Bethesda"	-77.1	38.98	"United States"	46		19691111
19691112	"Youssif C"	"Cambridge UK"	0.12	52.21	"United Kingdom"	18		19691112
19694827	"Kakar S"	"San Francisco"	-122.42	37.77	"United States"	39		19694827
19697059	"Buffart TE"	"Amsterdam"	4.89	52.37	"Netherlands"	63		19697059
19699295	"Kim KY"	"Seoul"	126.98	37.57	"Korean Republic"	24		19699295
19706770	"Kadota M"	"Bethesda"	-77.1	38.98	"United States"	161		19706770
19710685	"van Kester MS"	"Leiden"	4.5	52.16	"The Netherlands"	21		19710685
19718711	"Or YY"	"Hong Kong"	114.16	22.29	"China"	18		19718711
19724913	"Yen CC"	"Boston"	-71.06	42.36	"United States"	42		19724913
19725225	"Gümü?-Akay G"	"Interlachen"	-91.15	38.7	"United States"	50		19725225
19725780	"Stein L"	"Buffalo"	-93.87	45.17	"United States"	10		19725780
19732723	"Klemm L"	"Los Angeles"	-118.24	34.05	"United States"	23		19732723
19734198	"Kubo T"	"Chuo"	139.77	35.67	"Japan"	69		19734198
19737648	"Kitada K"	"Kamakura"	139.55	35.31	"Japan"	2		19737648
19739118	"Iwatsuki M"	"Beppu"	131.5	33.28	"Japan"	130		19739118
19739121	"Miyata T"	"Nagoya-shi"	136.91	35.18	"Japan"	22		19739121
19741724	"Gunnarsson R"	"Lund"	13.19	55.71	"Sweden"	203		19741724
19751244	"Ciappetta P"	"Bari"	16.86	41.11	"Italy"	1		19751244
19755855	"Ramos AH"	"Cambridge"	-71.11	42.38	"United States"	30		19755855
19759554	"Salgado R"	"Barcelona"	2.16	41.39	"Spain"	41		19759554
19759843	"Micci F"	"Oslo"	10.75	59.91	"Norway"	32		19759843
19759907	"Toujani S"	"Villejuif"	2.36	48.79	"France"	28		19759907
19760610	"Wang C"	"Toronto"	-79.42	43.7	"Canada"	33		19760610
19767589	"Pasmant E"	"Paris"	2.35	48.85	"France"	8		19767589
19773435	"Steensma DP"	"Rochester"	-70.98	43.3	"United States"	1		19773435
19773449	"Holcomb IN"	"Seattle"	-122.33	47.61	"United States"	73		19773449
19781438	"Woo KS"	"San Luis Potosi"	-100.98	22.15	"Mexico"	1		19781438
19781440	"Stejskalová E"	"Prague"	14.42	50.09	"Czech Republic"	4		19781440
19795456	"Jung AC"	"Strasbourg"	7.75	48.58	"France"	91		19795456
19797732	"Chase A"	"Salisbury"	-1.8	51.07	"United Kingdom"	37		19797732
19801978	"Bass AJ"	"Boston"	-71.06	42.36	"United States"	87		19801978
19801981	"Yang XR"	"Bethesda"	-77.1	38.98	"United States"	13		19801981
19802895	"Leunen K"	"Leuven"	4.7	50.88	"Belgium"	13		19802895
19806209	"Gong Y"	"New York City"	-74.01	40.71	"United States"	84		19806209
19818351	"Cowell JK"	"Augusta"	-69.78	44.31	"United States"	13		19818351
19827872	"Dachrut S"	"Khon Kaen"	102.83	16.45	"Thailand"	53		19827872
19832807	"Capello D"	"Novara"	8.62	45.45	"Italy"	43		19832807
19834740	"Wu JC"	"Shanghai"	121.46	31.22	"China"	14		19834740
19837261	"Yoshimoto M"	"Kingston"	-76.48	44.23	"Canada"	3		19837261
19838194	"Mullighan CG"	"Memphis"	-90.05	35.15	"United States"	2		19838194
19839046	"Rennstam K"	"Lund"	13.19	55.71	"Sweden"	10		19839046
19843862	"Caprini E"	"Rome"	12.51	41.89	"Italy"	28		19843862
19851200	"Chen HK"	"Kaohsiung"	120.31	22.62	"Taiwan"	2		19851200
19861460	"Ernst A"	"Heidelberg"	8.69	49.41	"Germany"	20		19861460
19863542	"Hartmann S"	"Frankfurt am Main"	8.68	50.12	"Germany"	49		19863542
19863778	"Costa JL"	"Amsterdam"	4.89	52.37	"Netherlands"	4		19863778
19865800	"Rousseau A"	"Paris"	2.35	48.85	"France"	45		19865800
19875416	"Hostetter G"	"Phoenix"	-112.07	33.45	"United States"	216		19875416
19877783	"Jeibmann A"	"Heidelberg"	8.69	49.41	"Germany"	1		19877783
19894111	"del Valle J"	"Barcelona"	2.16	41.39	"Spain"	310		19894111
19896763	"Yang J"	"Tianjin"	117.18	39.14	"China"	55		19896763
19901961	"Beck AH"	"Stanford"	-122.17	37.43	"United States"	20		19901961
19903341	"Popova T"	"Paris"	2.35	48.85	"France"	21		19903341
19903760	"Navin N"	"Cold Spring Harbor"	-73.47	40.86	"United States"	20		19903760
19909553	"Chang CC"	"Houston"	-95.36	29.76	"United States"	50		19909553
19911421	"Poulogiannis G"	"Cambridge UK"	0.12	52.21	"United Kingdom"	109		19911421
19915670	"Brennan C"	"New York City"	-74.01	40.71	"United States"	24		19915670
19918127	"Gabeau-Lacet D"	"Charlestown"	-71.06	42.38	"United States"	47		19918127
19924135	"Wiesner T"	"Graz"	15.45	47.07	"Austria"	14		19924135
19924232	"Bray I"	"Dublin"	-6.25	53.33	"Ireland"	145		19924232
19926586	"Fraser CR"	"New York City"	-74.01	40.71	"United States"	1		19926586
19927377	"Knutsen T"	"Bethesda"	-77.1	38.98	"United States"	9		19927377
19941009	"Tanaka S"	"Tokyo"	139.69	35.69	"Japan"	19		19941009
19946270	"Veeriah S"	"New York City"	-74.01	40.71	"United States"	98		19946270
19956686	"Dallosso AR"	"Bristol"	-2.6	51.46	"United Kingdom"	5		19956686
19958934	"Suh I"	"San Francisco"	-122.42	37.77	"United States"	110		19958934
19960063	"Molica S"	"Catanzaro"	16.6	38.88	"Italy"	69		19960063
19960244	"Waddell N"	"Brisbane"	153.03	-27.47	"Australia"	34		19960244
19961245	"Monzon FA"	"Houston"	-95.36	29.76	"United States"	20		19961245
19962665	"Jaiswal BS"	"South San Francisco"	-122.41	37.65	"United States"	81		19962665
19962670	"Mok SC"	"Houston"	-95.36	29.76	"United States"	42		19962670
19962671	"Li M"	"Toronto"	-79.42	43.7	"Canada"	40		19962671
19963143	"Prochazka P"	"Prague"	14.42	50.09	"Czech Republic"	5		19963143
19965645	"Nowak D"	"Los Angeles"	-118.24	34.05	"United States"	45		19965645
19966867	"Kim YH"	"Stanford"	-122.17	37.43	"United States"	128		19966867
19995423	"Curtis C"	"Cambridge UK"	0.12	52.21	"United Kingdom"	6		19995423
19995430	"Melchor L"	"Madrid"	-3.7	40.42	"Spain"	277		19995430
20001230	"Armengol G"	"Barcelona"	2.16	41.39	"Spain"	24		20001230
20003513	"Scaruffi P"	"Genoa"	8.92	44.43	"Italy"	33		20003513
20008140	"Manner J"	"Mannheim"	8.48	49.5	"Germany"	22		20008140
20013897	"Usvasalo A"	"Helsinki"	24.94	60.17	"Finland"	247		20013897
20014447	"Tsui IF"	"Vancouver"	-123.12	49.25	"Canada"	6		20014447
20015288	"Lee Y"	"Los Angeles"	-118.24	34.05	"United States"	85		20015288
20015882	"Stegelmann F"	"Ulm"	9.99	48.4	"Germany"	151		20015882
20016533	"Bullinger L"	"Ulm"	9.99	48.4	"Germany"	157		20016533
20021942	"Li QX"	"Wulumuqi"	87.17	43.82	"China"	10		20021942
20022890	"Galvan A"	"Milano"	9.19	45.46	"Italy"	80		20022890
20024612	"Shiang CY"	"Houston"	-95.36	29.76	"United States"	21		20024612
20052518	"Ward SJ"	"London"	-0.13	51.51	"United Kingdom"	57		20052518
20054560	"Peralta R"	"Mexico City"	-99.13	19.43	"Mexico"	19		20054560
20062086	"Murayama-Hosokawa S"	"Tokyo"	139.69	35.69	"Japan"	42		20062086
20064257	"Lee CH"	"Zhunan"	120.88	24.7	"Taiwan"	20		20064257
20067559	"Matteucci C"	"Perugia"	12.39	43.11	"Italy"	72		20067559
20068109	"Horlings HM"	"Amsterdam"	4.89	52.37	"Netherlands"	68		20068109
20068225	"Thoennissen NH"	"Los Angeles"	-118.24	34.05	"United States"	159		20068225
20070913	"Tsuji K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	59		20070913
20071741	"Leprêtre F"	"Lille"	3.06	50.63	"France"	31		20071741
20072650	"Nakahara Y"	"Toronto"	-79.42	43.7	"Canada"	201		20072650
20075210	"Hagenkord JM"	"Omaha"	-95.94	41.26	"United States"	29		20075210
20077527	"Watkins AJ"	"Cambridge UK"	0.12	52.21	"United Kingdom"	25		20077527
20078324	"Jarosova M"	"Olomouc"	17.25	49.6	"Czech Republic"	12		20078324
20081813	"Gaiser T"	"Heidelberg"	8.69	49.41	"Germany"	16		20081813
20082691	"Nacheva EP"	"London"	-0.13	51.51	"United Kingdom"	92		20082691
20082856	"Lee J"	"Oklahoma City"	-97.52	35.47	"United States"	1		20082856
20082868	"Gümüs-Akay G"	"Ankara"	32.85	39.92	"Turkey"	43		20082868
20084286	"Andrews J"	"London"	-81.23	42.98	"Canada"	4		20084286
20085586	"Kim JC"	"Seoul"	126.98	37.57	"Korean Republic"	104		20085586
20086242	"Tang J"	"Athens"	-86.97	34.8	"United States"	1		20086242
20089989	"Albrethsen J"	"Amsterdam"	4.89	52.37	"Netherlands"	82		20089989
20093295	"Paulsson K"	"Lund"	13.19	55.71	"Sweden"	14		20093295
20095039	"Huh J"	"Cleveland"	-84.88	35.16	"United States"	532		20095039
20098429	"Li Y"	"Boston"	-71.06	42.36	"United States"	50		20098429
20098431	"Stein S"	"Frankfurt am Main"	8.68	50.12	"Germany"	4		20098431
20099298	"Geyer FC"	"London"	-0.13	51.51	"United Kingdom"	47		20099298
20103622	"Mattison J"	"hinxton"	0.18	52.08	"United Kingdom"	598		20103622
20113846	"Golas MM"	"Aarhus"	10.21	56.16	"Denmark"	1		20113846
20118908	"Laharanne E"	"Bordeaux"	-0.58	44.84	"France"	67		20118908
20118985	"Ercan D"	"Boston"	-71.06	42.36	"United States"	3		20118985
20123458	"Min HS"	"Goyang"	126.83	37.65	"Korean Republic"	3		20123458
20124220	"Gutierrez A"	"Boston"	-71.06	42.36	"United States"	47		20124220
20124476	"Fernàndez V"	"Barcelona"	2.16	41.39	"Spain"	22		20124476
20126410	"Hussenet T"	"Illkirch-Graffenstaden"	7.72	48.53	"France"	26		20126410
20126413	"Clark MJ"	"Los Angeles"	-118.24	34.05	"United States"	1		20126413
20126641	"Ashktorab H"	"Washington"	-89.41	40.7	"United States"	15		20126641
20126976	"Iwatsuki M"	"Beppu"	131.5	33.28	"Japan"	132		20126976
20128822	"Ling ZQ"	"Otsu-shi"	135.87	35	"Japan"	1		20128822
20129249	"Turke AB"	"Boston"	-71.06	42.36	"United States"	12		20129249
20130593	"Laharanne E"	"Bordeaux"	-0.58	44.84	"France"	72		20130593
20142589	"Zarghooni M"	"Toronto"	-79.42	43.7	"Canada"	11		20142589
20145112	"Carén H"	"Goeteborg"	11.97	57.71	"Sweden"	73		20145112
20155841	"Boldt V"	"Berlin"	13.41	52.52	"Germany"	15		20155841
20159821	"Brekke HR"	"Oslo"	10.75	59.91	"Norway"	58		20159821
20160164	"Coyaud E"	"Toulouse"	1.44	43.6	"France"	153		20160164
20164920	"Beroukhim R"	"Cambridge"	-71.11	42.38	"United States"	826		20164920
20169162	"Kadota M"	"Bethesda"	-77.1	38.98	"United States"	4		20169162
20178649	"Wang HW"	"Taipei"	121.53	25.05	"Taiwan"	16		20178649
20179022	"Berger MF"	"Cambridge"	-71.11	42.38	"United States"	3		20179022
20179237	"Diosdado B"	"Amsterdam"	4.89	52.37	"Netherlands"	48		20179237
20184781	"Micci F"	"Oslo"	10.75	59.91	"Norway"	23		20184781
20185201	"Jung SH"	"Seoul"	126.98	37.57	"Korean Republic"	1		20185201
20186319	"Yang HH"	"Bethesda"	-77.1	38.98	"United States"	30		20186319
20187926	"Zuiverloon TC"	"Rotterdam"	4.48	51.92	"The Netherlands"	1		20187926
20187950	"Teh MT"	"London"	-0.13	51.51	"United Kingdom"	21		20187950
20192643	"Faria C"	"Lisbon"	-9.13	38.72	"Portugal"	26		20192643
20193843	"Soucek K"	"Brno"	16.61	49.2	"Czech Republic"	1		20193843
20193845	"Yasar D"	"Antalya"	30.7	36.91	"Turkey"	41		20193845
20196079	"Obrador-Hevia A"	"Palma"	2.65	39.57	"Spain"	50		20196079
20197395	"Mitchell MA"	"Houston"	-95.36	29.76	"United States"	1		20197395
20206335	"Flanagan JM"	"London"	-0.13	51.51	"United Kingdom"	33		20206335
20215515	"Rothenberg SM"	"Charlestown"	-71.06	42.38	"United States"	684		20215515
20215517	"Reinhold WC"	"Bethesda"	-77.1	38.98	"United States"	3		20215517
20215539	"Dickens NJ"	"London"	-0.13	51.51	"United Kingdom"	168		20215539
20216076	"Deffenbacher KE"	"Omaha"	-95.94	41.26	"United States"	20		20216076
20217874	"Uchida M"	"Oita"	131.61	33.24	"Japan"	40		20217874
20218738	"Yang J"	"Chino"	-117.69	34.01	"United States"	10		20218738
20218740	"Wang Y"	"Houston"	-95.36	29.76	"United States"	5		20218740
20220778	"Chng WJ"	"Rochester"	-70.98	43.3	"United States"	131		20220778
20226524	"Tack GJ"	"Amsterdam"	4.89	52.37	"Netherlands"	1		20226524
20227111	"Pedranzini L"	"Milano"	9.19	45.46	"Italy"	3		20227111
20228800	"Van Vlierberghe P"	"New York City"	-74.01	40.71	"United States"	246		20228800
20229506	"Ahmed AA"	"Cambridge UK"	0.12	52.21	"United Kingdom"	7		20229506
20230398	"Rinaldi A"	"Bellinzona"	9.02	46.19	"Switzerland"	44		20230398
20236987	"Xia XQ"	"San Diego"	-117.16	32.72	"United States"	219		20236987
20300172	"Poage GM"	"Providence"	-71.41	41.82	"United States"	19		20300172
20300178	"Buganim Y"	"Rechovot"	34.81	31.89	"Israel"	2		20300178
20303007	"Nasri S"	"Dunedin"	170.5	-45.87	"New Zealand"	4		20303007
20303011	"Sung JS"	"Seoul"	126.98	37.57	"Korean Republic"	21		20303011
20303014	"Gutenberg A"	"Goettingen"	9.93	51.53	"Germany"	23		20303014
20303590	"Usvasalo A"	"Helsinki"	24.94	60.17	"Finland"	60		20303590
20305693	"Szabó PM"	"Budapest"	19.04	47.5	"Hungary"	3		20305693
20306232	"Kim KY"	"Seoul"	126.98	37.57	"Korean Republic"	11		20306232
20308654	"Tabori U"	"Toronto"	-79.42	43.7	"Canada"	55		20308654
20331625	"Tada M"	"Tokyo"	139.69	35.69	"Japan"	34		20331625
20339089	"Steidl C"	"Vancouver"	-123.12	49.25	"Canada"	53		20339089
20351689	"Närvä E"	"Turku"	22.27	60.45	"Finland"	29		20351689
20362222	"Möllerström E"	"Goeteborg"	11.97	57.71	"Sweden"	41		20362222
20369283	"Lasa A"	"Barcelona"	2.16	41.39	"Spain"	1		20369283
20370541	"Alizadeh AA"	"Stanford"	-122.17	37.43	"United States"	10		20370541
20385361	"Chen R"	"South San Francisco"	-122.41	37.65	"United States"	0		20385361
20386695	"Ramakrishna M"	"Melbourne"	144.96	-37.81	"Australia"	72		20386695
20404131	"Berti E"	"Milano"	9.19	45.46	"Italy"	5		20404131
20406234	"Nobusawa S"	"Lyon"	4.85	45.75	"France"	41		20406234
20406844	"Buckley PG"	"Dublin"	-6.25	53.33	"Ireland"	160		20406844
20406976	"Lindgren D"	"Lund"	13.19	55.71	"Sweden"	103		20406976
20409316	"Bae JS"	"Seoul"	126.98	37.57	"Korean Republic"	30		20409316
20410162	"Sandgren J"	"Uppsala"	17.64	59.86	"Sweden"	53		20410162
20410925	"Boultwood J"	"Oxford"	-1.26	51.75	"United Kingdom"	41		20410925
20417863	"Nowak NJ"	"Buffalo"	-93.87	45.17	"United States"	10		20417863
20421268	"Ernst T"	"Salisbury"	-1.8	51.07	"United Kingdom"	68		20421268
20428235	"Hovatta O"	"Stockholm"	18.06	59.33	"Sweden"	5		20428235
20435627	"Okamoto R"	"Los Angeles"	-118.24	34.05	"United States"	75		20435627
20444249	"van Roon EH"	"Leiden"	4.5	52.16	"The Netherlands"	15		20444249
20444257	"Wolf M"	"Helsinki"	24.94	60.17	"Finland"	2		20444257
20445578	"Kuiper RP"	"Nijmegen"	5.84	51.81	"The Netherlands"	34		20445578
20453835	"Geyer FC"	"London"	-0.13	51.51	"United Kingdom"	2		20453835
20459607	"Staaf J"	"Lund"	13.19	55.71	"Sweden"	200		20459607
20459617	"Berg M"	"Oslo"	10.75	59.91	"Norway"	40		20459617
20459859	"Kumps C"	"Gent"	3.72	51.05	"Belgium"	52		20459859
20461757	"Williams SV"	"Leeds"	-1.55	53.8	"United Kingdom"	207		20461757
20466633	"Lin DC"	"Beijing"	116.4	39.91	"China"	148		20466633
20467480	"Lagerstedt KK"	"Goeteborg"	11.97	57.71	"Sweden"	24		20467480
20470368	"Silva M"	"Porto"	-8.61	41.15	"Portugal"	29		20470368
20471511	"Larsson N"	"Lund"	13.19	55.71	"Sweden"	3		20471511
20473936	"Toedt G"	"Heidelberg"	8.69	49.41	"Germany"	131		20473936
